question_id,question_text,answer,question_title,hashtags,topics_algebra,topics_geometry,topics_trignometry,topics_arithmetic,calculator,answer_type,chart,length
problem1366,"If you look into your own heart, and you find nothing wrong there, what is there to worry about? What is there to fear?",1366,Confucius,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1367,You cannot have what you do not want.,1367,John Acosta,"Algebra,Geometry,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,,Calculator,Grid-In,No Chart,Long
problem1368,"Do not follow where the path may lead. Go, instead, where there is no path and leave a trail.",1368,Ralph Waldo Emerson,"Geometry,No Calculator,Multiple Choice,No Chart,Short",,Geometry,,,No Calculator,Multiple Choice,No Chart,Short
problem1369,It is not fair to ask of others what you are unwilling to do yourself.,1369,Eleanor Roosevelt,"Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",,,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem1370,Knowing your own darkness is the best method for dealing with the darknesses of other people.,1370,Carl Jung,"Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1371,The best thing in every noble dream is the dreamer...,1371,Moncure Conway,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem1372,Weve got to have a dream if we are going to make a dream come true.,1372,Walt Disney,"Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1373,"If you want things to be different, perhaps the answer is to become different yourself.",1373,Norman Peale,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1374,There is nothing impossible to him who will try.,1374,Alexander the Great,"Algebra,Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1375,"Kindness is more important than wisdom, and the recognition of this is the beginning of wisdom.",1375,Theodore Rubin,"Algebra,Geometry,Calculator,Grid-In,Chart,Long",Algebra,Geometry,,,Calculator,Grid-In,Chart,Long
problem1376,"Every great dream begins with a dreamer. Always remember, you have within you the strength, the patience, and the passion to reach for the stars to change the world.",1376,Harriet Tubman,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1377,The only real failure in life is not to be true to the best one knows.,1377,Buddha,"Geometry,No Calculator,Multiple Choice,Chart,Long",,Geometry,,,No Calculator,Multiple Choice,Chart,Long
problem1378,Anyone who doesn't take truth seriously in small matters cannot be trusted in large ones either.,1378,Albert Einstein,"Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1379,Change will not come if we wait for some other person or some other time. We are the ones weve been waiting for. We are the change that we seek.,1379,Barack Obama,"Algebra,Geometry,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,,,Calculator,Multiple Choice,No Chart,Long
problem1380,Those who cannot learn from history are doomed to repeat it.,1380,George Santayan,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long
problem1381,"The trick is in what one emphasizes. We either make ourselves miserable, or we make ourselves happy. The amount of work is the same.",1381,Carlos Castaneda,"Trignometry,No Calculator,Multiple Choice,Chart,Short",,,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem1382,Things that were hard to bear are sweet to remember.,1382,Seneca,"Geometry,Calculator,Multiple Choice,Chart,Short",,Geometry,,,Calculator,Multiple Choice,Chart,Short
problem1383,Three things in human life are important. The first is to be kind. The second is to be kind. The third is to be kind.,1383,Henry James,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem1384,"However many holy words you read, However many you speak, What good will they do you If you do not act on upon them?",1384,Buddha,"Trignometry,Calculator,Grid-In,Chart,Long",,,Trignometry,,Calculator,Grid-In,Chart,Long
problem1385,They can conquer who believe they can.,1385,Virgil,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Short
problem1386,Learn to listen. Opportunity could be knocking at your door very softly.,1386,Frank Tyger,"Algebra,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,,No Calculator,Grid-In,Chart,Long
problem1387,"All action results from thought, so it is thoughts that matter.",1387,Sai Baba,"Algebra,Calculator,Grid-In,No Chart,Long",Algebra,,,,Calculator,Grid-In,No Chart,Long
problem1388,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.,1388,Albert Einstein,"Algebra,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1389,"I love my past. I love my present. Im not ashamed of what Ive had, and Im not sad because I have it no longer.",1389,Colette,"No Calculator,Grid-In,Chart,Short",,,,,No Calculator,Grid-In,Chart,Short
problem1390,"Prejudice is a burden that confuses the past, threatens the future and renders the present inaccessible.",1390,Maya Angelou,"Algebra,Trignometry,No Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem1391,Just as much as we see in others we have in ourselves.,1391,William Hazlitt,"Algebra,Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1392,Prosperity depends more on wanting what you have than having what you want.,1392,Geoffrey F. Abert,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long
problem1393,How many cares one loses when one decides not to be something but to be someone.,1393,Coco Chanel,"Arithmetic,Calculator,Grid-In,Chart,Long",,,,Arithmetic,Calculator,Grid-In,Chart,Long
problem1394,"He who knows, does not speak. He who speaks, does not know.",1394,Lao Tzu,"Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1395,We cannot direct the wind but we can adjust the sails.,1395,,"Geometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",,Geometry,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1396,One may say the eternal mystery of the world is its comprehensibility.,1396,Albert Einstein,"Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1397,"The self is not something ready-made, but something in continuous formation through choice of action.",1397,John Dewey,"Trignometry,No Calculator,Multiple Choice,Chart,Long",,,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1398,Our greatness lies not so much in being able to remake the world as being able to remake ourselves.,1398,Mahatma Gandhi,"Arithmetic,Calculator,Multiple Choice,Chart,Long",,,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1399,Moments of complete apathy are the best for new creations.,1399,Philip Breedveld,"Geometry,Trignometry,Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem1400,The only real mistake is the one from which we learn nothing.,1400,John Powell,"Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1401,To dream of the person you would like to be is to waste the person you are.,1401,Tim Menchen,"Algebra,Geometry,Calculator,Grid-In,Chart,Long",Algebra,Geometry,,,Calculator,Grid-In,Chart,Long
problem1402,The important thing is this: to be able at any moment to sacrifice what we are for what we could become.,1402,Charles Dubois,"Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1403,"Gratitude is not only the greatest of virtues, but the paren't of all the others.",1403,Cicero,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short
problem1404,"It is never too late. Even if you are going to die tomorrow, keep yourself straight and clear and be a happy human being today.",1404,Lama Yeshe,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1405,"Respect is not something that you can ask for, buy or borrow. Respect is what you earn from each person no matter their background or status.",1405,Byron Pulsifer,"Algebra,Arithmetic,Calculator,Grid-In,Chart,Short",Algebra,,,Arithmetic,Calculator,Grid-In,Chart,Short
problem1406,Things do not change; we change.,1406,Henry Thoreau,"Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem1407,"We must learn our limits. We are all something, but none of us are everything.",1407,Blaise Pascal,"Algebra,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1408,Learn wisdom from the ways of a seedling. A seedling which is never hardened off through stressful situations will never become a strong productive plant.,1408,Stephen Sigmund,"Geometry,Calculator,Grid-In,Chart,Short",,Geometry,,,Calculator,Grid-In,Chart,Short
problem1409,We are all faced with a series of great opportunities brilliantly disguised as impossible situations.,1409,Charles R. Swindoll,"Algebra,Trignometry,Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,,Calculator,Grid-In,Chart,Long
problem1410,All men have a sweetness in their life. That is what helps them go on. It is towards that they turn when they feel too worn out.,1410,Albert Camus,"Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long",,,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem1411,Be a good listener. Your ears will never get you in trouble.,1411,Frank Tyger,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem1412,"Meditation brings wisdom; lack of mediation leaves ignorance. Know well what leads you forward and what hold you back, and choose the path that leads to wisdom.",1412,Buddha,"Algebra,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1413,"You learn to speak by speaking, to study by studying, to run by running, to work by working; in just the same way, you learn to love by loving.",1413,Anatole France,"Trignometry,No Calculator,Multiple Choice,No Chart,Short",,,Trignometry,,No Calculator,Multiple Choice,No Chart,Short
problem1414,To listen well is as powerful a means of communication and influence as to talk well.,1414,John Marshall,"Algebra,Geometry,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,,Calculator,Grid-In,No Chart,Long
problem1415,"There is only one happiness in life, to love and be loved.",1415,George Sand,"Algebra,Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem1416,"Live through feeling and you will live through love. For feeling is the language of the soul, and feeling is truth.",1416,Matt Zotti,"Algebra,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,,Arithmetic,Calculator,Grid-In,No Chart,Short
problem1417,Kindness in words creates confidence. Kindness in thinking creates profoundness. Kindness in giving creates love.,1417,Lao Tzu,"Algebra,Geometry,No Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,,,No Calculator,Multiple Choice,No Chart,Long
problem1418,Reason and free inquiry are the only effectual agents against error.,1418,Thomas Jefferson,"Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",,,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem1419,The best cure for the body is a quiet mind.,1419,Napoleon Bonaparte,"Algebra,Geometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Grid-In,Chart,Long
problem1420,"See the positive side, the potential, and make an effort.",1420,Dalai Lama,"Algebra,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1421,"By accepting yourself and being fully what you are, your presence can make others happy.",1421,Jane Roberts,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long
problem1422,"Never deny a diagnosis, but do deny the negative verdict that may go with it.",1422,Norman Cousins,"Algebra,Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem1423,"The really unhappy person is the one who leaves undone what they can do, and starts doing what they don't understand; no wonder they come to grief.",1423,Johann Wolfgang von Goethe,"Algebra,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1424,You cannot be lonely if you like the person you're alone with.,1424,Wayne Dyer,"Algebra,Geometry,Trignometry,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Long
problem1425,I do not believe in a fate that falls on men however they act; but I do believe in a fate that falls on man unless they act.,1425,G. K. Chesterton,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem1426,"If you propose to speak, always ask yourself, is it true, is it necessary, is it kind.",1426,Buddha,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem1427,Risk more than others think is safe. Care more than others think is wise. Dream more than others think is practical.Expect more than others think is possible.,1427,Cadet Maxim,"Algebra,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem1428,Failure will never overtake me if my determination to succeed is strong enough.,1428,Og Mandino,"Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1429,"Let go of your attachment to being right, and suddenly your mind is more open. You're able to benefit from the unique viewpoints of others, without being crippled by your own judgement.",1429,Ralph Marston,"Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1430,Wrinkles should merely indicate where smiles have been.,1430,Mark Twain,"Algebra,Arithmetic,No Calculator,Grid-In,Chart,Long",Algebra,,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem1431,"Your attitude, not your aptitude, will determine your altitude.",1431,Zig Ziglar,"Algebra,Calculator,Grid-In,No Chart,Short",Algebra,,,,Calculator,Grid-In,No Chart,Short
problem1432,Let yourself be silently drawn by the stronger pull of what you really love.,1432,Rumi,"Arithmetic,Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem1433,I gave my life to become the person I am right now. Was it worth it?,1433,Richard Bach,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem1434,Give thanks for a little and you will find a lot.,1434,Hausa,"Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem1435,Your ability to learn faster than your competition is your only sustainable competitive advantage.,1435,Arie de Gues,"Algebra,Geometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Grid-In,Chart,Long
problem1436,"Forgiveness does not change the past, but it does enlarge the future.",1436,Paul Boese,"Geometry,Trignometry,No Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem1437,"Let the future tell the truth, and evaluate each one according to his work and accomplishments. The present is theirs; the future, for which I have really worked, is mine.",1437,Nikola Tesla,"Geometry,Calculator,Multiple Choice,Chart,Long",,Geometry,,,Calculator,Multiple Choice,Chart,Long
problem1438,"Moral excellence comes about as a result of habit. We become just by doing just acts, temperate by doing temperate acts, brave by doing brave acts.",1438,Aristotle,"Algebra,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1439,The deepest craving of human nature is the need to be appreciated.,1439,William James,"Geometry,Trignometry,Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem1440,"Love does not consist of gazing at each other, but in looking together in the same direction.",1440,Antoine de Saint-Exupery,"No Calculator,Multiple Choice,Chart,Long",,,,,No Calculator,Multiple Choice,Chart,Long
problem1441,We have committed the Golden Rule to memory; let us now commit it to life.,1441,Edwin Markham,"Algebra,Trignometry,No Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem1442,"It is with words as with sunbeams. The more they are condensed, the deeper they burn.",1442,Robert Southey,"Algebra,Geometry,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem1443,When people are like each other they tend to like each other.,1443,Tony Robbins,"Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1444,Sincerity is the way of Heaven. The attainment of sincerity is the way of men.,1444,Confucius,"Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short",,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem1445,Be the change that you want to see in the world.,1445,Mohandas Gandhi,"Algebra,Geometry,Trignometry,Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,Trignometry,,Calculator,Multiple Choice,No Chart,Short
problem1446,"The more you care, the stronger you can be.",1446,Jim Rohn,"Algebra,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem1447,"Lots of people want to ride with you in the limo, but what you want is someone who will take the bus with you when the limo breaks down.",1447,Oprah Winfrey,"Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1448,"Just trust yourself, then you will know how to live.",1448,Goethe,"Algebra,No Calculator,Grid-In,No Chart,Long",Algebra,,,,No Calculator,Grid-In,No Chart,Long
problem1449,"To be fully alive, fully human, and completely awake is to be continually thrown out of the nest.",1449,Pema Chodron,"Algebra,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1450,"If you don't design your own life plan, chances are you'll fall into someone else's plan. And guess what they have planned for you? Not much.",1450,Jim Rohn,"Algebra,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem1451,"It all depends on how we look at things, and not how they are in themselves.",1451,Carl Jung,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem1452,Giving up doesn't always mean you are weak; sometimes it means that you are strong enough to let go.,1452,,"Algebra,Arithmetic,Calculator,Multiple Choice,No Chart,Short",Algebra,,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem1453,To climb steep hills requires a slow pace at first.,1453,William Shakespeare,"No Calculator,Multiple Choice,No Chart,Short",,,,,No Calculator,Multiple Choice,No Chart,Short
problem1454,An idea that is developed and put into action is more important than an idea that exists only as an idea.,1454,Buddha,"Trignometry,Calculator,Grid-In,No Chart,Long",,,Trignometry,,Calculator,Grid-In,No Chart,Long
problem1455,"It is not the possession of truth, but the success which attends the seeking after it, that enriches the seeker and brings happiness to him.",1455,Max Planck,"Algebra,Geometry,Arithmetic,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem1456,Truth is generally the best vindication against slander.,1456,Abraham Lincoln,"Trignometry,No Calculator,Grid-In,No Chart,Short",,,Trignometry,,No Calculator,Grid-In,No Chart,Short
problem1457,"To follow, without halt, one aim: There is the secret of success.",1457,Anna Pavlova,"Calculator,Grid-In,No Chart,Long",,,,,Calculator,Grid-In,No Chart,Long
problem1458,"And as we let our own light shine, we unconsciously give other people permission to do the same.",1458,Nelson Mandela,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1459,What is a weed? A plant whose virtues have not yet been discovered.,1459,Ralph Emerson,"Algebra,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1460,"Belief consists in accepting the affirmations of the soul; Unbelief, in denying them.",1460,Ralph Emerson,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short
problem1461,Many people have gone further than they thought they could because someone else thought they could.,1461,,"Arithmetic,No Calculator,Multiple Choice,Chart,Long",,,,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem1462,We read the world wrong and say that it deceives us.,1462,Rabindranath Tagore,"Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Long",,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem1463,If only wed stop trying to be happy wed have a pretty good time.,1463,Edith Wharton,"Geometry,Arithmetic,Calculator,Grid-In,Chart,Long",,Geometry,,Arithmetic,Calculator,Grid-In,Chart,Long
problem1464,You must do the things you think you cannot do.,1464,Eleanor Roosevelt,"Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short",,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem1465,Be yourself; everyone else is already taken.,1465,Oscar Wilde,"Geometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,Geometry,,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1466,"The mark of your ignorance is the depth of your belief in injustice and tragedy. What the caterpillar calls the end of the world, the Master calls the butterfly.",1466,Richard Bach,"Geometry,Calculator,Multiple Choice,No Chart,Short",,Geometry,,,Calculator,Multiple Choice,No Chart,Short
problem1467,I am glad that I paid so little attention to good advice; had I abided by it I might have been saved from some of my most valuable mistakes.,1467,Edna Millay,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1468,Most folks are as happy as they make up their minds to be.,1468,Abraham Lincoln,"Geometry,Arithmetic,Calculator,Grid-In,Chart,Short",,Geometry,,Arithmetic,Calculator,Grid-In,Chart,Short
problem1469,Love is the master key that opens the gates of happiness.,1469,Oliver Holmes,"Geometry,Calculator,Multiple Choice,No Chart,Short",,Geometry,,,Calculator,Multiple Choice,No Chart,Short
problem1470,The person who makes a success of living is the one who see his goal steadily and aims for it unswervingly. That is dedication.,1470,Cecil B. DeMille,"Calculator,Multiple Choice,No Chart,Long",,,,,Calculator,Multiple Choice,No Chart,Long
problem1471,My reputation grows with every failure.,1471,George Shaw,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem1472,"Good thoughts are no better than good dreams, unless they be executed.",1472,Ralph Emerson,"Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1473,Happiness does not come about only due to external circumstances; it mainly derives from inner attitudes.,1473,Dalai Lama,"Algebra,Geometry,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,,,No Calculator,Grid-In,Chart,Short
problem1474,"However many holy words you read, however many you speak, what good will they do you if you do not act on upon them?",1474,Buddha,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem1475,"For success, attitude is equally as important as ability.",1475,Harry Banks,"Algebra,Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem1476,"If you are going to achieve excellence in big things, you develop the habit in little matters. Excellence is not an exception, it is a prevailing attitude.",1476,Colin Powell,"Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem1477,A person who never made a mistake never tried anything new.,1477,Albert Einstein,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short
problem1478,Better than a thousand hollow words is one word that brings peace.,1478,Buddha,"Algebra,Trignometry,Calculator,Multiple Choice,Chart,Short",Algebra,,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem1479,The possibilities are numerous once we decide to act and not react.,1479,George Bernard Shaw,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1480,Almost everything comes from nothing.,1480,Henri Amiel,"Algebra,No Calculator,Multiple Choice,No Chart,Long",Algebra,,,,No Calculator,Multiple Choice,No Chart,Long
problem1481,Sometimes by losing a battle you find a new way to win the war.,1481,Donald Trump,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1482,Listen to what you know instead of what you fear.,1482,Richard Bach,"Trignometry,No Calculator,Multiple Choice,Chart,Long",,,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1483,It is easier to live through someone else than to become complete yourself.,1483,Betty Friedan,"Algebra,Trignometry,No Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem1484,"If you're in a bad situation, don't worry it'll change. If you're in a good situation, don't worry it'll change.",1484,John Simone,"Algebra,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem1485,"Remember that failure is an event, not a person.",1485,Zig Ziglar,"Algebra,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem1486,Don't settle for a relationship that won't let you be yourself.,1486,Oprah Winfrey,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1487,"What the caterpillar calls the end of the world, the master calls a butterfly.",1487,Richard Bach,"Algebra,No Calculator,Multiple Choice,No Chart,Long",Algebra,,,,No Calculator,Multiple Choice,No Chart,Long
problem1488,"Instead of saying that man is the creature of circumstance, it would be nearer the mark to say that man is the architect of circumstance.",1488,Thomas Carlyle,"Algebra,Calculator,Multiple Choice,Chart,Long",Algebra,,,,Calculator,Multiple Choice,Chart,Long
problem1489,"If you do what you've always done, you'll get what youve always gotten.",1489,Tony Robbins,"Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem1490,"Do not wait for leaders; do it alone, person to person.",1490,Mother Teresa,"Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short",,,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short
